Population	GeneID	Chr	Start	End	Biotype	LR.gene.max
Anatolia_EF	DCST2	1	154990996	155006257	protein_coding	1.478791
Anatolia_EF	DDAH1	1	85784164	86043933	protein_coding	3.478501
Anatolia_EF	DDI2	1	15943995	15995539	protein_coding	2.049417
Anatolia_EF	DDOST	1	20978270	20988000	protein_coding	5.45643
Anatolia_EF	DDR2	1	162601163	162757190	protein_coding	19.392882
Anatolia_EF	DDX20	1	112297867	112310638	protein_coding	4.987134
Anatolia_EF	DDX59	1	200593024	200639097	protein_coding	2.077468
Anatolia_EF	DEDD	1	161090764	161102478	protein_coding	4.35766
Anatolia_EF	DEGS1	1	224363458	224381143	protein_coding	0.759569
Anatolia_EF	DENND1B	1	197473878	197744826	protein_coding	2.028148
Anatolia_EF	DENND2C	1	115125469	115213043	protein_coding	1.894968
Anatolia_EF	DENND2D	1	111729796	111747157	protein_coding	7.031517
Anatolia_EF	DENND4B	1	153901977	153919172	protein_coding	3.205537
Anatolia_EF	DEPDC1	1	68939835	68962904	protein_coding	2.090682
Anatolia_EF	DESI2	1	244816237	244872335	protein_coding	9.09543
Anatolia_EF	DFFA	1	10516579	10532583	protein_coding	2.610016
Anatolia_EF	DFFB	1	3773845	3801993	protein_coding	2.782506
Anatolia_EF	DHCR24	1	55315306	55352891	protein_coding	1.150935
Anatolia_EF	DHDDS	1	26758773	26797785	protein_coding	0.696933
Anatolia_EF	DHRS3	1	12627939	12677737	protein_coding	8.793551
Anatolia_EF	DHX9	1	182808504	182856886	protein_coding	8.418481
Anatolia_EF	DIO1	1	54356912	54376759	protein_coding	2.077146
Anatolia_EF	DIRAS3	1	68511645	68517314	protein_coding	4.530027
Anatolia_EF	DISC1	1	231762561	232177018	protein_coding	5.052797
Anatolia_EF	DISP1	1	222988406	223179337	protein_coding	7.730323
Anatolia_EF	DLGAP3	1	35331037	35395186	protein_coding	9.523228
Anatolia_EF	DMAP1	1	44679127	44686353	protein_coding	0.531611
Anatolia_EF	DMBX1	1	46972668	46979898	protein_coding	1.753856
Anatolia_EF	DMRTA2	1	50883222	50889172	protein_coding	6.474197
Anatolia_EF	DMRTB1	1	53925072	53933161	protein_coding	4.632761
Anatolia_EF	DNAH14	1	225083964	225586996	protein_coding	16.676775
Anatolia_EF	DNAJB4	1	78444859	78483648	protein_coding	1.199254
Anatolia_EF	DNAJC11	1	6694228	6761984	protein_coding	1.998074
Anatolia_EF	DNAJC16	1	15853308	15918874	protein_coding	1.607413
Anatolia_EF	DNAJC6	1	65713902	65881552	protein_coding	2.047722
Anatolia_EF	DNAJC8	1	28525967	28559536	protein_coding	0.700487
Anatolia_EF	DNALI1	1	38022520	38032458	protein_coding	0.680774
Anatolia_EF	DNASE2B	1	84864215	84880701	protein_coding	8.763671
Anatolia_EF	DNM3	1	171810621	172387606	protein_coding	5.905341
Anatolia_EF	DNTTIP2	1	94333373	94345474	protein_coding	4.819027
Anatolia_EF	DOCK7	1	62920399	63153969	protein_coding	4.621814
Anatolia_EF	DPH2	1	44435672	44439041	protein_coding	3.286397
Anatolia_EF	DPH5	1	101455179	101491644	protein_coding	2.323791
Anatolia_EF	DPM3	1	155112367	155113071	protein_coding	2.642455
Anatolia_EF	DPT	1	168664697	168698502	protein_coding	4.028095
Anatolia_EF	DPYD	1	97543299	98386605	protein_coding	5.170163
Anatolia_EF	DR1	1	93811445	93835055	protein_coding	2.394643
Anatolia_EF	DRAM2	1	111659955	111682838	protein_coding	7.031517
Anatolia_EF	DRAXIN	1	11751786	11785914	protein_coding	2.614154
Anatolia_EF	DSTYK	1	205111632	205180727	protein_coding	3.960308
Anatolia_EF	DTL	1	212208919	212280742	protein_coding	2.886899
Anatolia_EF	DUSP10	1	221874766	221915518	protein_coding	2.350631
Anatolia_EF	DUSP12	1	161719548	161727028	protein_coding	2.316791
Anatolia_EF	DUSP23	1	159750722	159752333	protein_coding	1.686373
Anatolia_EF	DUSP27	1	167063282	167098402	protein_coding	1.686354
Anatolia_EF	DVL1	1	1270656	1284730	protein_coding	11.549566
Anatolia_EF	DYRK3	1	206808881	206857764	protein_coding	3.870388
Anatolia_EF	E2F2	1	23832922	23857712	protein_coding	2.027931
Anatolia_EF	EBNA1BP2	1	43629846	43736607	protein_coding	4.176856
Anatolia_EF	ECE1	1	21543740	21671997	protein_coding	2.990488
Anatolia_EF	ECHDC2	1	53361656	53392884	protein_coding	10.567063
Anatolia_EF	ECM1	1	150480538	150486265	protein_coding	2.581081
Anatolia_EF	EDARADD	1	236511562	236648214	protein_coding	2.145411
Anatolia_EF	EDEM3	1	184659365	184724047	protein_coding	2.744582
Anatolia_EF	EDN2	1	41944446	41950344	protein_coding	1.796184
Anatolia_EF	EFCAB14	1	47124366	47184824	protein_coding	2.841106
Anatolia_EF	EFCAB2	1	245133007	245290466	protein_coding	5.530186
Anatolia_EF	EFCAB7	1	63989043	64038364	protein_coding	4.955918
Anatolia_EF	EFHD2	1	15736391	15756839	protein_coding	1.274261
Anatolia_EF	EFNA1	1	155099936	155107333	protein_coding	2.642455
Anatolia_EF	EFNA3	1	155036224	155060014	protein_coding	2.642455
Anatolia_EF	EFNA4	1	155036207	155042029	protein_coding	2.642455
Anatolia_EF	EGLN1	1	231499497	231560790	protein_coding	2.814489
Anatolia_EF	EIF2B3	1	45316450	45452282	protein_coding	3.571546
Anatolia_EF	EIF2D	1	206744620	206785904	protein_coding	1.532075
Anatolia_EF	EIF3I	1	32687529	32697205	protein_coding	1.915587
Anatolia_EF	EIF4G3	1	21132963	21503377	protein_coding	2.990488
Anatolia_EF	ELAVL4	1	50513686	50669458	protein_coding	4.718259
Anatolia_EF	ELF3	1	201977073	201986316	protein_coding	1.438451
Anatolia_EF	ELK4	1	205577071	205601090	protein_coding	1.974312
Anatolia_EF	ELOVL1	1	43829068	43833696	protein_coding	1.635003
Anatolia_EF	EMC1	1	19542158	19578046	protein_coding	4.843559
Anatolia_EF	ENAH	1	225674537	225840844	protein_coding	2.23885
Anatolia_EF	ENO1	1	8921061	8939308	protein_coding	1.595094
Anatolia_EF	ENSA	1	150573327	150602088	protein_coding	2.581081
Anatolia_EF	EPB41	1	29213603	29446553	protein_coding	2.962175
Anatolia_EF	EPHA10	1	38179552	38230805	protein_coding	2.569362
Anatolia_EF	EPHA2	1	16450832	16482582	protein_coding	2.269787
Anatolia_EF	EPHA8	1	22890057	22930087	protein_coding	3.094941
Anatolia_EF	EPHB2	1	23037332	23241818	protein_coding	5.96892
Anatolia_EF	EPHX1	1	225997794	226033260	protein_coding	6.079084
Anatolia_EF	EPHX4	1	92495539	92529093	protein_coding	3.148384
Anatolia_EF	EPRS	1	220141943	220220000	protein_coding	2.516406
Anatolia_EF	EPS15	1	51819935	51985000	protein_coding	18.862344
Anatolia_EF	EPS8L3	1	110292702	110306649	protein_coding	3.960593
Anatolia_EF	ERI3	1	44686742	44820932	protein_coding	2.048454
Anatolia_EF	ERMAP	1	43282795	43310660	protein_coding	2.949757
Anatolia_EF	ERRFI1	1	8064464	8086368	protein_coding	0.43148
Anatolia_EF	ESPN	1	6484848	6521430	protein_coding	12.49366
Anatolia_EF	ESRRG	1	216676588	217311097	protein_coding	4.719443
Anatolia_EF	ETNK2	1	204100190	204121307	protein_coding	5.043627
Anatolia_EF	ETV3	1	157090983	157108266	protein_coding	7.558321
Anatolia_EF	ETV3L	1	157061836	157069600	protein_coding	7.558321
Anatolia_EF	EVA1B	1	36787632	36789755	protein_coding	2.137883
Anatolia_EF	EVI5	1	92974253	93257961	protein_coding	1.843213
Anatolia_EF	EXO1	1	242011269	242058450	protein_coding	2.326417
Anatolia_EF	EXO5	1	40974413	40982228	protein_coding	2.289545
Anatolia_EF	EXOC8	1	231468480	231473598	protein_coding	2.635005
Anatolia_EF	EXOSC10	1	11126675	11159938	protein_coding	15.512669
Anatolia_EF	EXTL1	1	26346375	26362955	protein_coding	1.578981
Anatolia_EF	EXTL2	1	101337943	101361554	protein_coding	1.134129
Anatolia_EF	EYA3	1	28296855	28415207	protein_coding	1.597744
Anatolia_EF	F11R	1	160965001	160991138	protein_coding	2.441633
Anatolia_EF	F13B	1	197008321	197036397	protein_coding	2.276835
Anatolia_EF	F3	1	94994781	95007356	protein_coding	0.810799
Anatolia_EF	F5	1	169483404	169555826	protein_coding	2.696342
Anatolia_EF	FAAH	1	46859937	46879520	protein_coding	1.698614
Anatolia_EF	FABP3	1	31838472	31849697	protein_coding	2.687667
Anatolia_EF	FAF1	1	50905150	51425935	protein_coding	6.474197
Anatolia_EF	FAM102B	1	109102711	109187522	protein_coding	15.77644
Anatolia_EF	FAM110D	1	26485511	26489119	protein_coding	1.254696
Anatolia_EF	FAM129A	1	184759858	184943682	protein_coding	2.744582
Anatolia_EF	FAM131C	1	16384264	16400127	protein_coding	2.755332
Anatolia_EF	FAM138A	1	34554	36081	lincRNA	NA
Anatolia_EF	FAM151A	1	55074855	55089229	protein_coding	3.4605
Anatolia_EF	FAM163A	1	179712298	179785333	protein_coding	1.769074
Anatolia_EF	FAM167B	1	32712834	32714457	protein_coding	2.122664
Anatolia_EF	FAM177B	1	222910549	222924147	protein_coding	1.588408
Anatolia_EF	FAM183A	1	43610824	43622067	protein_coding	3.52961
Anatolia_EF	FAM189B	1	155216996	155225274	protein_coding	0.765975
Anatolia_EF	FAM19A3	1	113263041	113269857	protein_coding	2.36261
Anatolia_EF	FAM20B	1	178994939	179045697	protein_coding	1.884702
Anatolia_EF	FAM213B	1	2517930	2522908	protein_coding	2.55002
Anatolia_EF	FAM229A	1	32826871	32829879	protein_coding	3.115075
Anatolia_EF	FAM231D	1	149675978	149676609	protein_coding	2.587431
Anatolia_EF	FAM41C	1	803451	812283	lincRNA	1.344492
Anatolia_EF	FAM43B	1	20878932	20881512	protein_coding	3.091006
Anatolia_EF	FAM69A	1	93307724	93427057	protein_coding	1.552544
Anatolia_EF	FAM71A	1	212797789	212800120	protein_coding	2.57453
Anatolia_EF	FAM72A	1	206136916	206155151	protein_coding	2.525418
Anatolia_EF	FAM72B	1	120837756	120855681	protein_coding	3.119034
Anatolia_EF	FAM72D	1	143896452	143913143	protein_coding	0.281123
Anatolia_EF	FAM76A	1	28052490	28089633	protein_coding	1.51165
Anatolia_EF	FAM78B	1	166026674	166136206	protein_coding	2.371125
Anatolia_EF	FAM87B	1	752751	755214	lincRNA	1.374193
Anatolia_EF	FAM89A	1	231154704	231175992	protein_coding	1.284681
Anatolia_EF	FASLG	1	172628154	172636014	protein_coding	2.476782
Anatolia_EF	FBLIM1	1	16083102	16113089	protein_coding	1.947325
Anatolia_EF	FBXO2	1	11708424	11715842	protein_coding	2.614154
Anatolia_EF	FBXO28	1	224301789	224349749	protein_coding	1.290452
Anatolia_EF	FBXO42	1	16573334	16678949	protein_coding	2.034441
Anatolia_EF	FBXO44	1	11714432	11723384	protein_coding	2.614154
Anatolia_EF	FBXO6	1	11724181	11734411	protein_coding	2.614154
Anatolia_EF	FCAMR	1	207131310	207143970	protein_coding	1.848741
Anatolia_EF	FCER1A	1	159259504	159278014	protein_coding	2.546904
Anatolia_EF	FCER1G	1	161185024	161190489	protein_coding	4.35766
Anatolia_EF	FCGR1A	1	149754227	149764074	protein_coding	2.399313
Anatolia_EF	FCGR1B	1	120926979	120935937	protein_coding	2.132071
Anatolia_EF	FCGR2A	1	161475220	161493803	protein_coding	0.283644
Anatolia_EF	FCGR2B	1	161551101	161648444	protein_coding	1.56544
Anatolia_EF	FCGR2C	1	161551129	161575452	protein_coding	0.267997
Anatolia_EF	FCGR3A	1	161511549	161600917	protein_coding	0.283644
Anatolia_EF	FCGR3B	1	161592986	161601753	protein_coding	0.267997
Anatolia_EF	FCN3	1	27695603	27701315	protein_coding	0.744063
Anatolia_EF	FCRL1	1	157764193	157789895	protein_coding	2.488413
Anatolia_EF	FCRL2	1	157715523	157746922	protein_coding	2.488413
Anatolia_EF	FCRL3	1	157644111	157670647	protein_coding	1.129741
Anatolia_EF	FCRL4	1	157543539	157567870	protein_coding	3.380656
Anatolia_EF	FCRL5	1	157483167	157522310	protein_coding	3.380656
Anatolia_EF	FCRL6	1	159770301	159786041	protein_coding	2.314824
Anatolia_EF	FCRLA	1	161676762	161684142	protein_coding	2.316791
Anatolia_EF	FCRLB	1	161691353	161697933	protein_coding	2.316791
Anatolia_EF	FDPS	1	155278539	155290457	protein_coding	1.263256
Anatolia_EF	FGGY	1	59762310	60233347	protein_coding	21.08262
Anatolia_EF	FGR	1	27938575	27961788	protein_coding	4.122287
Anatolia_EF	FH	1	241660903	241683061	protein_coding	2.215368
Anatolia_EF	FHAD1	1	15573768	15726779	protein_coding	2.192972
Anatolia_EF	FHL3	1	38462442	38471278	protein_coding	1.548395
Anatolia_EF	FLAD1	1	154955814	154965587	protein_coding	2.111727
Anatolia_EF	FLG	1	152274651	152297679	protein_coding	11.456725
Anatolia_EF	FLG2	1	152321211	152332482	protein_coding	11.456725
Anatolia_EF	FLVCR1	1	213031597	213072705	protein_coding	1.072619
Anatolia_EF	FMN2	1	240177648	240638489	protein_coding	7.057566
Anatolia_EF	FMO1	1	171217638	171255117	protein_coding	13.947038
Anatolia_EF	FMO2	1	171154347	171181822	protein_coding	25.419618
Anatolia_EF	FMO3	1	171060018	171086959	protein_coding	25.820419
Anatolia_EF	FMO4	1	171283347	171311223	protein_coding	13.753607
Anatolia_EF	FMO5	1	146646930	146714700	protein_coding	9.826984
Anatolia_EF	FMOD	1	203309756	203320617	protein_coding	3.01277
Anatolia_EF	FNBP1L	1	93913688	94020218	protein_coding	1.394937
Anatolia_EF	FNDC5	1	33327869	33338083	protein_coding	19.252383
Anatolia_EF	FNDC7	1	109255279	109285365	protein_coding	1.212779
Anatolia_EF	FOXD2	1	47901689	47906363	protein_coding	4.871335
Anatolia_EF	FOXD3	1	63788730	63790797	protein_coding	2.155907
Anatolia_EF	FOXE3	1	47881744	47883723	protein_coding	4.871335
Anatolia_EF	FOXJ3	1	42642210	42801548	protein_coding	3.488869
Anatolia_EF	FOXO6	1	41827594	41849262	protein_coding	2.196694
Anatolia_EF	FPGT	1	74663896	74699770	protein_coding	2.537111
Anatolia_EF	FPGT-TNNI3K	1	74663919	75009666	protein_coding	9.195378
Anatolia_EF	FRRS1	1	100174259	100232187	protein_coding	3.829426
Anatolia_EF	FUBP1	1	78409740	78444794	protein_coding	0.680933
Anatolia_EF	FUCA1	1	24171567	24194784	protein_coding	2.630363
Anatolia_EF	G0S2	1	209848765	209849733	protein_coding	4.048474
Anatolia_EF	GABPB2	1	151043054	151098018	protein_coding	2.92763
Anatolia_EF	GABRD	1	1950780	1962192	protein_coding	0.548091
Anatolia_EF	GADD45A	1	68150744	68154021	protein_coding	2.626586
Anatolia_EF	GALE	1	24122089	24127271	protein_coding	2.630363
Anatolia_EF	GALNT2	1	230193536	230417870	protein_coding	5.754671
Anatolia_EF	GAS5	1	173833038	173838020	lincRNA	1.639581
Anatolia_EF	GATAD2B	1	153777201	153895451	protein_coding	3.205537
Anatolia_EF	GBA	1	155204243	155214490	protein_coding	0.765975
Anatolia_EF	GBP1	1	89518002	89531043	protein_coding	1.607942
Anatolia_EF	GBP2	1	89571815	89616139	protein_coding	1.928878
Anatolia_EF	GBP3	1	89472349	89488577	protein_coding	1.607942
Anatolia_EF	GBP4	1	89646831	89664615	protein_coding	1.928878
Anatolia_EF	GBP5	1	89724633	89738544	protein_coding	3.066078
Anatolia_EF	GBP6	1	89829617	89852020	protein_coding	4.672034
Anatolia_EF	GBP7	1	89597434	89641723	protein_coding	1.928878
Anatolia_EF	GCLM	1	94350761	94374966	protein_coding	2.040461
Anatolia_EF	GCSAML	1	247670360	247740992	protein_coding	2.068315
Anatolia_EF	GDAP2	1	118406107	118472253	protein_coding	2.422314
Anatolia_EF	GFI1	1	92940319	92952433	protein_coding	0.814819
Anatolia_EF	GGPS1	1	235490665	235507847	protein_coding	1.380204
Anatolia_EF	GIPC2	1	78445226	78604133	protein_coding	4.28583
Anatolia_EF	GJA4	1	35258599	35261348	protein_coding	1.210484
Anatolia_EF	GJA5	1	147228332	147245484	protein_coding	3.356393
Anatolia_EF	GJA8	1	147374946	147381393	protein_coding	3.723154
Anatolia_EF	GJA9	1	39330175	39347289	protein_coding	0.817641
Anatolia_EF	GJB3	1	35246790	35251970	protein_coding	2.275208
Anatolia_EF	GJB4	1	35225342	35229325	protein_coding	2.275208
Anatolia_EF	GJB5	1	35220648	35224113	protein_coding	2.275208
Anatolia_EF	GJC2	1	228337553	228347527	protein_coding	1.469356
Anatolia_EF	GLIS1	1	53971910	54199877	protein_coding	4.632761
Anatolia_EF	GLMN	1	92711959	92764544	protein_coding	2.565001
Anatolia_EF	GLRX2	1	193065598	193075244	protein_coding	5.492464
Anatolia_EF	GLUL	1	182350839	182361341	protein_coding	1.96165
Anatolia_EF	GMEB1	1	28995244	29045865	protein_coding	2.066614
Anatolia_EF	GNAI3	1	110091233	110136975	protein_coding	3.275242
Anatolia_EF	GNAT2	1	110145889	110155679	protein_coding	3.275242
Anatolia_EF	GNB1	1	1716729	1822495	protein_coding	1.989075
Anatolia_EF	GNG12	1	68167149	68299150	protein_coding	3.151597
Anatolia_EF	GNG4	1	235710987	235814054	protein_coding	2.386041
Anatolia_EF	GNG5	1	84964008	84972248	protein_coding	2.119748
Anatolia_EF	GNL2	1	38032417	38061536	protein_coding	0.614084
Anatolia_EF	GNPAT	1	231376953	231413719	protein_coding	7.1256
Anatolia_EF	GOLPH3L	1	150618701	150669630	protein_coding	1.008229
Anatolia_EF	GOLT1A	1	204167288	204183220	protein_coding	1.768289
Anatolia_EF	GON4L	1	155719508	155829191	protein_coding	5.5609
Anatolia_EF	GORAB	1	170501270	170522587	protein_coding	1.725575
Anatolia_EF	GPA33	1	167022073	167059868	protein_coding	2.329751
Anatolia_EF	GPATCH2	1	217600334	217804424	protein_coding	2.402066
Anatolia_EF	GPATCH3	1	27216979	27226957	protein_coding	2.546039
Anatolia_EF	GPATCH4	1	156564279	156571288	protein_coding	1.913299
Anatolia_EF	GPBP1L1	1	46092976	46153785	protein_coding	0.456489
Anatolia_EF	GPN2	1	27202624	27216788	protein_coding	2.258323
Anatolia_EF	GPR137B	1	236305832	236385165	protein_coding	4.418227
Anatolia_EF	GPR153	1	6307406	6321035	protein_coding	2.699537
Anatolia_EF	GPR157	1	9160364	9189229	protein_coding	5.42259
Anatolia_EF	GPR161	1	168053997	168106821	protein_coding	2.362626
Anatolia_EF	GPR25	1	200842083	200843306	protein_coding	0.978455
Anatolia_EF	GPR3	1	27719148	27722318	protein_coding	0.744063
Anatolia_EF	GPR37L1	1	202091986	202102720	protein_coding	2.449963
Anatolia_EF	GPR52	1	174417212	174418683	protein_coding	2.201093
Anatolia_EF	GPR61	1	110082494	110091028	protein_coding	2.192661
Anatolia_EF	GPR88	1	101003693	101007574	protein_coding	4.398715
Anatolia_EF	GPR89A	1	145764411	145827103	protein_coding	0.442312
Anatolia_EF	GPR89B	1	147400506	147465753	protein_coding	3.032064
Anatolia_EF	GPSM2	1	109417972	109477167	protein_coding	2.267218
Anatolia_EF	GPX7	1	53068044	53074723	protein_coding	4.871995
Anatolia_EF	GREM2	1	240652873	240775449	protein_coding	3.22562
Anatolia_EF	GRHL3	1	24645812	24690972	protein_coding	2.356909
Anatolia_EF	GRIK3	1	37261128	37499730	protein_coding	9.565127
Anatolia_EF	GSTM1	1	110230436	110251661	protein_coding	3.960593
Anatolia_EF	GSTM2	1	110210644	110252171	protein_coding	3.960593
Anatolia_EF	GSTM3	1	110276554	110284384	protein_coding	3.960593
Anatolia_EF	GSTM4	1	110198703	110208118	protein_coding	3.333354
Anatolia_EF	GSTM5	1	110254864	110318050	protein_coding	3.960593
Anatolia_EF	GTF2B	1	89318615	89357627	protein_coding	6.580298
Anatolia_EF	GUCA2A	1	42628362	42630389	protein_coding	3.488869
Anatolia_EF	GUCA2B	1	42619092	42621495	protein_coding	3.488869
Anatolia_EF	GUK1	1	228327663	228336685	protein_coding	1.469356
Anatolia_EF	H3F3A	1	226249552	226259702	protein_coding	2.426455
Anatolia_EF	H6PD	1	9294834	9331396	protein_coding	3.147712
Anatolia_EF	HAO2	1	119911402	119936753	protein_coding	3.079953
Anatolia_EF	HAPLN2	1	156589086	156595517	protein_coding	1.913299
Anatolia_EF	HAX1	1	154244987	154248351	protein_coding	1.909035
Anatolia_EF	HCN3	1	155247374	155259639	protein_coding	0.765975
Anatolia_EF	HCRTR1	1	32083287	32098119	protein_coding	1.831634
Anatolia_EF	HDAC1	1	32757687	32799236	protein_coding	3.115075
Anatolia_EF	HDGF	1	156711899	156736717	protein_coding	1.914277
Anatolia_EF	HEATR1	1	236712305	236767804	protein_coding	2.187528
Anatolia_EF	HECTD3	1	45468212	45477001	protein_coding	3.571546
Anatolia_EF	HENMT1	1	109190912	109204148	protein_coding	12.037316
Anatolia_EF	HES2	1	6472478	6484730	protein_coding	12.49366
Anatolia_EF	HES3	1	6304252	6305638	protein_coding	2.699537
Anatolia_EF	HES4	1	934342	935552	protein_coding	0.909408
Anatolia_EF	HES5	1	2460184	2461684	protein_coding	3.04373
Anatolia_EF	HEYL	1	40089825	40105617	protein_coding	6.593597
Anatolia_EF	HFM1	1	91726323	91870426	protein_coding	3.369156
Anatolia_EF	HHAT	1	210501596	210849638	protein_coding	4.014694
Anatolia_EF	HHIPL2	1	222695602	222721445	protein_coding	2.526046
Anatolia_EF	HHLA3	1	70820488	70851022	protein_coding	1.969254
Anatolia_EF	HIPK1	1	114471814	114520426	protein_coding	1.615645
Anatolia_EF	HIST2H2AA3	1	149813505	149814478	protein_coding	2.396122
Anatolia_EF	HIST2H2AA4	1	149822643	149823191	protein_coding	2.312134
Anatolia_EF	HIST2H2AB	1	149859019	149859466	protein_coding	2.206019
Anatolia_EF	HIST2H2AC	1	149858525	149858961	protein_coding	1.993853
Anatolia_EF	HIST2H2BE	1	149856010	149858232	protein_coding	1.993853
Anatolia_EF	HIST2H2BF	1	149754245	149783928	protein_coding	2.399313
Anatolia_EF	HIST2H3A	1	149824181	149825836	protein_coding	2.296673
Anatolia_EF	HIST2H3C	1	149811110	149812765	protein_coding	2.399313
Anatolia_EF	HIST2H3D	1	149784826	149785236	protein_coding	2.399313
Anatolia_EF	HIST2H4A	1	149804221	149811339	protein_coding	2.399313
Anatolia_EF	HIST2H4B	1	149825607	149832714	protein_coding	2.262561
Anatolia_EF	HIST3H2A	1	228645065	228645560	protein_coding	3.353216
Anatolia_EF	HIST3H2BB	1	228645808	228646259	protein_coding	3.353216
Anatolia_EF	HIST3H3	1	228612546	228613026	protein_coding	3.353216
Anatolia_EF	HIVEP3	1	41972036	42501596	protein_coding	2.431
Anatolia_EF	HLX	1	221051699	221058401	protein_coding	2.182357
Anatolia_EF	HMCN1	1	185703683	186160085	protein_coding	2.91036
Anatolia_EF	HMGB4	1	34326076	34330392	protein_coding	2.821664
Anatolia_EF	HMGCL	1	24128375	24165110	protein_coding	2.630363
Anatolia_EF	HMGCS2	1	120290619	120311528	protein_coding	5.076205
