position	x	n	folded
5384328	5	36	1
5385080	8	22	1
5390186	2	4	1
5390472	8	29	1
5391497	8	28	1
5395410	8	35	1
5395996	16	32	1
5403585	23	34	1
5405701	10	35	1
5410211	1	30	1
5412592	8	29	1
5415884	1	29	1
5421797	10	37	1
5425109	10	40	1
5426110	34	40	1
5426757	13	37	1
5464332	24	30	1
5471517	1	24	1
5479861	23	40	1
5482386	3	38	1
5485177	1	23	1
5489867	4	33	1
5491501	1	22	1
5492043	4	38	1
5504553	17	37	1
5506194	1	8	1
5511993	12	42	1
5514194	8	27	1
5528517	5	18	1
5534326	35	36	1
5541205	26	35	1
5542669	10	37	1
5545279	1	40	1
5545452	6	42	1
5548512	2	31	1
5549445	4	33	1
5549525	13	42	1
5551439	9	30	1
5554049	8	38	1
5554439	27	28	1
5555419	33	38	1
5561412	3	36	1
5562369	19	27	1
5563399	22	31	1
5565117	7	39	1
5566294	3	39	1
5569215	8	38	1
5569491	3	37	1
5572304	2	5	1
5572521	11	35	1
5580192	33	35	1
5592422	32	33	1
5592503	35	36	1
5592799	25	26	1
5594737	32	33	1
5595863	32	33	1
5597069	41	42	1
5603850	8	34	1
5612956	21	29	1
5616207	1	42	1
5618540	1	36	1
5623965	17	28	1
5624529	2	34	1
5625488	1	35	1
5627912	14	19	1
5635316	15	41	1
5636732	2	9	1
5641055	2	24	1
5641582	1	23	1
5642511	4	24	1
5643158	2	35	1
5645443	15	34	1
5646002	13	38	1
5646202	20	41	1
5646264	13	35	1
5646984	8	28	1
5648142	9	15	1
5653544	17	35	1
5655239	1	26	1
5656069	8	37	1
5658267	13	38	1
5659587	1	2	1
5665513	17	24	1
5671786	23	41	1
5674434	34	35	1
5675044	4	15	1
5676124	7	12	1
5677775	15	17	1
5679441	7	11	1
5679596	5	36	1
5679808	3	20	1
5680002	3	25	1
5680572	1	24	1
5680808	30	38	1
5682463	4	6	1
5683507	1	12	1
5684788	7	34	1
5686915	25	36	1
5691787	1	5	1
5692728	3	32	1
5694210	4	33	1
5694969	19	33	1
5695089	1	18	1
5695480	15	30	1
5696030	12	35	1
5696045	9	34	1
5696425	1	31	1
5696677	9	17	1
5699475	4	30	1
5699565	1	28	1
5699634	4	39	1
5700043	7	30	1
5701323	2	8	1
5703552	7	34	1
5704215	4	37	1
5705336	12	34	1
5707091	19	36	1
5707162	14	35	1
5707762	5	33	1
5707816	12	38	1
5707938	15	32	1
5709833	5	36	1
5710443	3	35	1
5711647	15	33	1
5712831	16	34	1
5717388	11	34	1
5717406	15	32	1
5717948	9	36	1
5718749	18	38	1
5722405	6	21	1
5723265	1	17	1
5724940	1	32	1
5734013	1	14	1
5736682	14	19	1
5743509	3	18	1
5744921	11	29	1
5745339	4	31	1
5747373	17	43	1
5748611	11	25	1
5749083	14	40	1
5753350	11	26	1
5758320	1	41	1
5764879	2	19	1
5765353	11	29	1
5767805	16	27	1
5770265	20	38	1
5770508	1	4	1
5777457	15	36	1
5777920	8	37	1
5778236	19	39	1
5780546	13	35	1
5780697	13	36	1
5781209	14	39	1
5782769	8	17	1
5784433	17	30	1
5784445	9	31	1
5785572	9	31	1
5790498	5	40	1
5790655	8	26	1
5794578	5	15	1
5800904	4	36	1
5811124	4	31	1
5814135	4	40	1
5829039	5	43	1
5831601	2	10	1
5846846	2	25	1
5853041	36	37	1
5858943	15	21	1
5859110	1	38	1
5880466	29	34	1
5887140	29	35	1
5900795	15	20	1
5902023	7	29	1
5903233	30	32	1
5904718	28	38	1
5905929	21	28	1
5906337	29	32	1
5906643	16	19	1
5913621	36	38	1
5921042	10	33	1
5922834	4	15	1
5923788	20	28	1
5924746	12	26	1
5925371	13	26	1
5925801	15	29	1
5928029	1	34	1
5934236	16	33	1
5940650	1	36	1
5941435	7	24	1
5948864	3	25	1
5958409	13	37	1
5961870	20	27	1
5963669	5	19	1
5965179	10	33	1
5966686	10	36	1
5967064	10	41	1
5982044	2	25	1
5983114	8	35	1
5983190	8	40	1
5988926	9	24	1
5997682	7	30	1
6000129	7	32	1
6002803	15	38	1
6007446	37	39	1
6008591	6	34	1
6008759	2	14	1
6014444	7	25	1
6019871	25	32	1
6024105	16	40	1
6026259	14	23	1
6027167	15	34	1
6028009	15	30	1
6031853	28	34	1
6031944	19	36	1
6034002	15	34	1
6035513	16	36	1
6035856	7	25	1
6036341	6	30	1
6037364	14	38	1
6037603	15	29	1
6039254	20	23	1
6042934	1	6	1
6043809	6	30	1
6043972	7	23	1
6046264	1	32	1
6053630	6	17	1
6059229	16	35	1
6063821	11	37	1
6070870	10	29	1
6073439	5	39	1
6075528	5	20	1
6079392	1	10	1
6080378	8	33	1
6094088	10	30	1
6100313	25	31	1
6104002	19	27	1
6107136	15	38	1
6108165	31	36	1
6108377	11	34	1
6109067	2	8	1
6117171	15	37	1
6119805	9	30	1
6125084	16	29	1
6129835	13	30	1
6135207	11	32	1
6138556	10	36	1
6141325	3	34	1
6141507	4	38	1
6145407	4	25	1
6149122	3	27	1
6158562	7	31	1
6160609	10	27	1
6162583	12	37	1
6162881	11	33	1
6163925	17	31	1
6170353	1	31	1
6170988	16	36	1
6173649	23	28	1
6175489	14	35	1
6177898	32	39	1
6183926	2	37	1
6184092	13	17	1
6187086	4	36	1
6187138	1	34	1
6190215	9	27	1
6190611	30	40	1
6192715	6	31	1
6192865	1	4	1
6193304	5	27	1
6194018	15	37	1
6196869	15	32	1
6197092	12	39	1
6197107	11	40	1
6198469	3	31	1
6201252	2	17	1
6202245	11	32	1
6204161	6	34	1
6204266	19	30	1
6204842	5	10	1
6205349	8	34	1
6207798	8	35	1
6212042	22	33	1
6212843	24	40	1
6212870	10	40	1
6217859	9	29	1
6221975	5	38	1
6222075	6	36	1
6222501	13	25	1
6222883	4	29	1
6227542	4	41	1
6234433	2	27	1
6256651	1	35	1
6258147	4	23	1
6260663	5	35	1
6271125	2	29	1
6272813	1	35	1
6284680	2	29	1
6285458	1	24	1
6291810	5	30	1
6307255	25	28	1
6317983	24	29	1
6318069	25	36	1
6322936	15	25	1
6330015	1	27	1
6332400	1	33	1
6343825	1	27	1
6345134	7	36	1
6345283	1	41	1
6355463	10	26	1
6362035	16	33	1
6363116	2	42	1
6367219	3	19	1
6372129	4	37	1
6373474	5	38	1
6379607	1	13	1
6380287	2	37	1
6384721	1	38	1
6387784	3	13	1
6393445	3	37	1
6397372	6	28	1
6403020	3	36	1
6411024	1	42	1
6411214	13	39	1
6416331	1	31	1
6420258	7	21	1
6422759	1	37	1
6461530	2	4	1
6473294	5	33	1
6474008	2	25	1
6476286	1	15	1
6481623	7	36	1
6481842	9	36	1
6481916	2	31	1
6483583	2	36	1
6486225	2	38	1
6486843	3	19	1
6494399	12	41	1
6509558	1	31	1
6521150	6	42	1
6523430	5	34	1
6524501	1	23	1
6530189	3	16	1
6549519	3	20	1
6550376	9	33	1
6560363	10	38	1
6564156	24	38	1
6568387	17	37	1
6572175	13	33	1
6577765	6	35	1
6577871	11	15	1
6577962	27	32	1
6579607	25	32	1
6579843	14	23	1
6581877	26	38	1
6584101	22	32	1
6584420	5	38	1
6584657	5	43	1
6585804	22	33	1
6593532	4	28	1
6606608	3	12	1
6607142	8	39	1
6607199	17	28	1
6609559	11	17	1
6614230	3	19	1
6623499	21	32	1
6626506	34	35	1
6626615	19	28	1
6631431	13	22	1
6632951	8	32	1
6638064	10	40	1
6639847	7	35	1
6651093	4	23	1
6651728	2	21	1
6652014	1	40	1
6657355	1	33	1
6657424	5	36	1
6661732	19	32	1
6672729	3	29	1
6676485	1	11	1
6677064	10	24	1
6679848	8	35	1
6683240	13	36	1
6688358	9	36	1
6690140	8	17	1
6694927	2	26	1
6702151	7	38	1
6704635	31	34	1
6705944	7	35	1
6709610	10	24	1
6711146	12	37	1
6713114	5	36	1
6713282	17	30	1
6715390	3	10	1
6718378	4	17	1
6720990	3	12	1
6723806	6	43	1
6725427	7	32	1
6726401	11	14	1
6729749	11	37	1
6730905	17	38	1
6732424	24	36	1
6732568	14	36	1
6739773	30	35	1
6750113	2	8	1
6756002	5	34	1
6756434	9	40	1
6761261	26	32	1
6764643	17	33	1
6764663	23	35	1
6771569	7	24	1
6771607	12	32	1
6776772	7	21	1
6779372	12	33	1
6781571	11	41	1
6783548	8	24	1
6784053	12	29	1
6784592	9	29	1
6785439	3	5	1
6786581	10	42	1
6790946	21	40	1
6795230	10	20	1
6797684	4	22	1
6798102	16	40	1
6809356	4	33	1
6812518	2	19	1
6813564	4	27	1
6814758	8	36	1
6815758	2	6	1
6822235	7	38	1
6825429	8	33	1
6828290	1	11	1
6828608	5	34	1
6832052	10	37	1
6835761	3	34	1
6838409	7	36	1
6846763	8	35	1
6851124	1	9	1
6855091	11	29	1
6861022	3	13	1
6867842	1	7	1
6873932	14	39	1
6877562	29	33	1
6882986	17	41	1
6884248	1	24	1
6886308	2	9	1
6903599	2	5	1
6923726	3	6	1
6927752	23	28	1
6929760	1	5	1
6936201	9	25	1
6936375	2	15	1
6937771	4	36	1
6938689	4	35	1
6939331	5	32	1
6944804	6	21	1
6945619	8	30	1
6953675	11	33	1
6955333	3	37	1
6956195	7	36	1
6968412	22	35	1
6972393	20	28	1
6973264	4	32	1
6976226	8	34	1
6977200	32	39	1
6977632	3	24	1
6978622	10	41	1
6978623	7	41	1
6985069	17	25	1
6986109	29	34	1
6987405	25	28	1
6990863	16	18	1
6991925	19	27	1
6995218	2	7	1
7002266	6	7	1
7004301	31	34	1
7004837	3	31	1
7005344	17	21	1
7014330	16	37	1
7014444	5	38	1
7015105	18	38	1
7015633	24	26	1
7016109	2	18	1
7029814	3	31	1
7032212	1	18	1
7032629	9	33	1
7036802	20	35	1
7041175	23	37	1
7052566	17	21	1
7055024	1	27	1
7055843	19	39	1
7058450	5	31	1
7061430	5	23	1
7062884	11	38	1
7063387	6	7	1
7066567	4	31	1
7068025	6	30	1
7068367	6	22	1
7068672	5	19	1
7068679	11	24	1
7070280	2	39	1
7071189	15	26	1
7071415	6	34	1
7078364	9	33	1
7078434	3	26	1
7080589	10	12	1
7083219	1	26	1
7083719	13	26	1
7087739	13	34	1
7088261	10	17	1
7088855	30	41	1
7090216	8	16	1
7091586	12	31	1
7095796	27	36	1
7098807	7	11	1
7099660	24	30	1
7100465	1	33	1
7105079	5	22	1
7110334	36	37	1
7110510	18	26	1
7111328	4	6	1
7113412	28	34	1
7113591	6	38	1
7114007	31	36	1
7114033	7	43	1
7117011	22	28	1
7119202	31	36	1
7120915	13	41	1
7121397	8	37	1
7125413	2	32	1
7125582	9	25	1
7126671	29	36	1
7128056	5	20	1
7128485	15	20	1
7130084	11	15	1
7131192	15	43	1
7135268	33	38	1
7136258	3	34	1
7137637	27	33	1
7141352	24	37	1
7141519	25	37	1
7143344	23	34	1
7143807	15	21	1
7144591	1	19	1
7145417	17	24	1
7148455	1	35	1
7150527	3	34	1
7152038	2	38	1
7152069	1	39	1
7153864	19	30	1
7153973	11	22	1
7157401	6	9	1
7158287	13	23	1
7158561	14	21	1
7164764	28	43	1
7169779	2	38	1
7173895	29	38	1
7178131	21	36	1
7179479	1	41	1
7179721	22	32	1
7185085	9	19	1
7186325	25	39	1
7196659	17	34	1
7202190	25	33	1
7208217	26	35	1
7213619	8	38	1
7214374	3	23	1
7220970	26	36	1
7231484	17	24	1
7232692	24	31	1
7236810	15	18	1
7241523	19	26	1
7245434	30	37	1
7245669	17	20	1
7247376	11	41	1
7255371	32	37	1
7261498	18	22	1
7270320	29	33	1
7270538	13	17	1
7272250	6	7	1
7281648	1	36	1
7289290	1	37	1
7292417	31	37	1
7303343	14	15	1
7308264	35	40	1
7311260	29	30	1
7312172	16	18	1
7312258	1	33	1
7313861	26	28	1
7314194	1	37	1
7314231	1	33	1
7314529	30	34	1
7316114	27	30	1
7316136	25	28	1
7317356	12	18	1
7317541	28	36	1
7317659	19	24	1
7317696	25	33	1
7318448	32	36	1
7318470	1	38	1
7318534	23	32	1
7319392	26	38	1
7324323	4	20	1
7324468	24	36	1
7324503	4	34	1
7324547	2	34	1
7324959	1	6	1
7326245	18	25	1
7326621	23	31	1
7326747	28	34	1
7331060	32	33	1
7338706	7	27	1
7338717	6	22	1
7338813	4	21	1
7339930	12	13	1
7342106	26	29	1
7348943	19	21	1
7351434	30	33	1
7352328	33	35	1
7352974	26	37	1
7356673	25	35	1
7362781	3	9	1
7363310	14	29	1
7375258	3	32	1
7375395	15	31	1
7379198	12	26	1
7380747	4	13	1
7383259	2	15	1
7392594	1	4	1
7393340	5	34	1
7396032	1	41	1
7398835	4	25	1
7406010	26	28	1
7407968	39	41	1
7410182	5	34	1
7410590	2	28	1
7411012	19	22	1
7419680	15	16	1
7421139	36	39	1
7425417	8	9	1
7426560	1	28	1
7430266	1	33	1
7430394	2	35	1
7434072	29	31	1
7435645	37	40	1
7436762	31	33	1
7443087	40	41	1
7443339	32	33	1
7444519	27	29	1
7444849	1	37	1
7446191	35	36	1
7448256	23	25	1
7449971	2	37	1
7460433	3	4	1
7468614	25	26	1
7469251	4	35	1
7469780	3	42	1
7478076	30	39	1
7480054	1	42	1
7480290	7	39	1
7482963	21	30	1
7485306	3	30	1
7486317	2	42	1
7487330	1	35	1
7492265	4	33	1
7492991	3	18	1
7493231	3	34	1
7501037	4	39	1
7504737	25	32	1
7507642	2	31	1
7511334	1	28	1
7513025	14	16	1
7514589	15	39	1
7514621	3	37	1
7518513	1	36	1
7518641	13	21	1
7519264	26	34	1
7520129	26	33	1
7520601	27	35	1
7520927	12	26	1
7521479	1	35	1
7521585	10	19	1
7523464	1	40	1
7523906	19	24	1
7524476	24	31	1
7525982	31	36	1
7526187	15	20	1
7526371	24	28	1
7527308	9	22	1
7528669	8	15	1
7528846	10	20	1
7529244	1	40	1
7530018	12	24	1
7533164	31	39	1
7534464	4	25	1
7536238	30	36	1
7536259	29	33	1
7537398	8	32	1
7537500	19	23	1
7538240	5	11	1
7538437	18	33	1
7539530	18	36	1
7540770	5	32	1
7541291	22	38	1
7541345	18	35	1
7543417	1	24	1
7547212	13	40	1
7547372	19	29	1
7549488	15	36	1
7550126	27	33	1
7550898	22	30	1
7551455	8	37	1
7552619	20	30	1
7554435	35	39	1
7556636	22	32	1
7558193	17	27	1
7561298	9	39	1
7562488	15	38	1
7563901	35	39	1
7566066	23	37	1
7567037	4	38	1
7567412	8	30	1
7567618	10	32	1
7568982	6	43	1
7569602	7	11	1
7571996	14	22	1
7572262	29	36	1
7572598	17	21	1
7575666	17	40	1
7577151	18	23	1
7578333	9	23	1
7580454	12	21	1
7580769	26	39	1
7584814	16	28	1
7586199	3	33	1
7586658	22	29	1
7590398	3	10	1
7591573	5	36	1
7598094	1	33	1
7600678	19	37	1
7600905	13	27	1
7603317	6	11	1
7609504	32	39	1
7611606	11	33	1
7613745	24	34	1
7613850	22	36	1
7613853	19	35	1
7615909	23	38	1
7616430	26	38	1
7616593	10	36	1
7617484	17	39	1
7621589	16	29	1
7623792	2	35	1
7633798	28	35	1
7644802	17	36	1
7646301	1	28	1
7649715	3	32	1
7667122	3	31	1
7668346	13	35	1
7669922	2	31	1
7670013	3	36	1
7670574	2	22	1
7677070	3	35	1
7682489	1	7	1
7684030	1	30	1
7686056	2	16	1
7686194	2	35	1
7686909	3	24	1
7688668	4	37	1
7689389	3	37	1
7707287	14	17	1
7710308	4	39	1
7711758	28	29	1
7712132	29	31	1
7715776	28	32	1
7722501	21	28	1
7722858	18	29	1
7725414	14	20	1
7727854	21	34	1
7731730	1	37	1
7735950	20	36	1
7737799	5	27	1
7748525	26	30	1
7749807	13	39	1
7752828	9	26	1
7758760	28	41	1
7760733	34	35	1
7761001	19	20	1
7780128	18	31	1
7792411	22	25	1
7798956	2	12	1
7800603	25	36	1
7807897	25	38	1
7809383	1	7	1
7810543	25	32	1
7811215	14	18	1
7812398	19	27	1
7812840	24	35	1
7813413	23	33	1
7825311	16	22	1
7833228	17	30	1
7837842	32	33	1
7845695	27	37	1
7847836	7	19	1
7847846	5	17	1
7850218	6	10	1
7852919	1	35	1
7856346	3	11	1
7861684	3	12	1
7863293	1	9	1
7865467	3	21	1
7865710	17	31	1
7878056	12	36	1
7878568	11	26	1
7879063	1	13	1
7879627	11	19	1
7880683	1	34	1
7883834	5	18	1
7887493	11	12	1
7897228	1	35	1
7905274	8	16	1
7910391	6	29	1
7911099	9	32	1
7913430	14	37	1
7917557	3	15	1
7918106	38	39	1
7918435	6	35	1
7924094	2	33	1
7924599	4	34	1
7926542	10	37	1
7928365	24	30	1
7929819	18	22	1
7934557	20	29	1
7936272	34	42	1
7938648	3	4	1
7952203	27	34	1
7955894	1	12	1
7961206	12	17	1
7970075	28	34	1
7971078	5	36	1
7971301	6	30	1
7973170	30	34	1
7992615	8	33	1
7998963	27	28	1
7999602	1	36	1
8007716	13	33	1
8021973	2	5	1
8024592	2	16	1
8024690	18	30	1
8030300	25	34	1
8035271	1	20	1
8042826	13	30	1
8046347	3	33	1
8046672	20	34	1
8046834	3	33	1
8057254	28	35	1
8066307	1	33	1
8066914	5	10	1
8079494	19	26	1
8093432	3	28	1
8095500	20	34	1
8098462	1	5	1
8111839	22	38	1
8120055	3	38	1
8121822	27	39	1
8131757	2	35	1
8133352	21	32	1
8145294	6	24	1
8154289	2	33	1
8154547	3	39	1
8163122	10	41	1
8165619	5	27	1
8168564	2	14	1
8168808	10	37	1
8170219	4	16	1
8174197	2	24	1
8175504	1	32	1
8177028	4	29	1
8177564	20	34	1
8178624	6	25	1
8179432	1	33	1
8180097	22	30	1
8180210	24	35	1
8185985	27	38	1
8189854	34	39	1
8191998	1	20	1
8192898	10	36	1
8193868	28	30	1
8195226	26	28	1
8195724	28	29	1
8200328	6	35	1
8200578	36	37	1
8200690	22	31	1
8212903	3	20	1
8213010	8	39	1
8214803	10	35	1
8217303	8	19	1
8218206	13	34	1
8220106	17	35	1
8223832	1	20	1
8244145	10	33	1
8261393	30	37	1
8264457	16	23	1
8268095	7	11	1
8268620	20	30	1
8268913	24	39	1
8273177	23	35	1
8273392	13	25	1
8273851	8	38	1
8273868	1	39	1
8273922	1	37	1
8273940	34	35	1
8274018	4	39	1
8274771	1	40	1
8274807	1	39	1
8275284	1	10	1
8278929	3	33	1
8281564	18	20	1
8283921	4	39	1
8284497	5	6	1
8285186	24	35	1
8288440	24	32	1
8289660	23	27	1
8292761	6	10	1
8302619	8	38	1
8304607	5	44	1
8307849	9	12	1
8313894	34	37	1
8317691	29	34	1
8320045	28	35	1
8329710	12	13	1
8338355	16	20	1
8352398	13	22	1
8360494	9	22	1
8368980	15	21	1
8370729	8	35	1
8372536	10	25	1
8373208	17	32	1
8373305	31	41	1
8375842	22	36	1
8375913	15	27	1
8379626	13	33	1
8380971	29	42	1
8381159	3	30	1
8382607	24	36	1
8386730	2	39	1
8390888	4	28	1
8394236	5	22	1
8395441	3	14	1
8395560	2	12	1
8399193	21	34	1
8409672	27	35	1
8409704	2	34	1
8412935	28	37	1
8413839	2	28	1
8416007	1	32	1
8419629	17	31	1
8422676	31	32	1
8423510	33	34	1
8425900	5	26	1
8426236	9	38	1
8433124	9	25	1
8433747	16	29	1
8435046	22	43	1
8439625	39	41	1
8447722	23	25	1
8455712	8	34	1
8469337	3	26	1
8469789	3	16	1
8472164	29	39	1
8477006	10	26	1
8482078	15	31	1
8484823	25	39	1
8485904	6	12	1
8488565	2	23	1
8495590	2	34	1
8495945	5	36	1
8501786	23	36	1
8507773	8	35	1
8526142	18	37	1
8529141	5	15	1
8539463	24	38	1
8554471	2	6	1
8557691	5	9	1
8569906	15	37	1
8575064	1	3	1
8580960	19	34	1
8581015	6	34	1
8586563	27	32	1
8598127	6	23	1
8613418	23	40	1
8616838	7	12	1
8629380	8	15	1
8638666	9	14	1
8642931	14	27	1
8646318	1	7	1
8648240	6	30	1
8649924	15	40	1
8652154	20	29	1
8654305	21	37	1
8659714	29	42	1
8695522	17	20	1
8701231	21	32	1
8701288	2	19	1
8705037	9	21	1
8726721	13	22	1
8728187	5	27	1
8728864	13	20	1
8730779	15	36	1
8738937	5	12	1
8759554	1	2	1
8767529	10	26	1
8769728	28	33	1
8770883	5	16	1
8774451	3	17	1
8788907	9	39	1
8804443	11	38	1
8810341	5	32	1
8811768	12	33	1
8817863	6	12	1
8822364	9	28	1
8829499	6	27	1
8838528	1	4	1
8854545	6	11	1
8856972	24	29	1
8864680	23	26	1
8878809	1	8	1
8891125	1	33	1
8898807	9	36	1
8901391	12	31	1
8903931	4	42	1
8916517	18	30	1
8917212	4	38	1
8918313	14	19	1
8918795	30	36	1
8920712	25	32	1
8926329	1	14	1
8926868	5	38	1
8938057	28	30	1
8939842	27	32	1
8946803	6	12	1
8952029	2	21	1
8952474	6	16	1
8960153	20	29	1
8969219	12	39	1
8972122	7	10	1
8978514	12	30	1
8980579	6	19	1
8982906	7	41	1
8983768	4	37	1
8987104	26	34	1
8989235	34	37	1
8991141	14	31	1
8991873	1	5	1
8993867	6	31	1
8994112	9	26	1
8998059	11	15	1
8999506	3	38	1
8999843	29	36	1
9000628	11	33	1
9004120	7	25	1
9009406	3	34	1
9009444	7	33	1
9011586	9	31	1
9011722	11	30	1
9013585	2	27	1
9015436	8	17	1
9017091	8	33	1
9017204	19	39	1
9019242	2	40	1
9021053	7	31	1
9021998	7	39	1
9025292	4	44	1
9027899	1	34	1
9030964	4	33	1
9033404	3	15	1
9034421	14	30	1
9034598	4	13	1
9042447	7	36	1
9044562	10	36	1
9045405	17	36	1
9049032	28	39	1
9053994	8	37	1
9058546	11	18	1
9060170	19	32	1
9063238	1	22	1
9063265	7	33	1
9065422	4	15	1
9066132	1	42	1
9066695	12	28	1
9067142	4	10	1
9073801	18	32	1
9074240	2	22	1
9074465	3	23	1
9076897	23	38	1
9080411	22	37	1
9094241	22	38	1
9094651	28	41	1
9094882	10	15	1
9095610	27	42	1
9098742	11	32	1
9106955	26	32	1
9116899	23	34	1
9118596	8	39	1
9121782	16	37	1
9122557	23	32	1
9128489	26	30	1
9129945	36	41	1
9132520	14	36	1
9140078	3	32	1
9140327	2	41	1
9146292	1	37	1
9147856	3	40	1
9151325	2	23	1
9153170	7	41	1
9153438	2	37	1
9158600	3	31	1
9159671	1	33	1
9159738	1	30	1
9161619	17	29	1
9165818	3	39	1
9170878	2	36	1
9177317	29	36	1
9182914	21	30	1
9185660	14	25	1
9194614	29	39	1
9205179	26	37	1
9205255	9	20	1
9205332	17	38	1
9210262	11	40	1
9211303	3	17	1
9218721	3	40	1
9219383	15	39	1
9224079	4	8	1
9234143	22	25	1
9234363	1	32	1
9237185	1	13	1
9238095	2	38	1
9238553	2	27	1
9245572	2	10	1
9249631	17	37	1
9250991	22	40	1
9251869	18	36	1
9252134	11	23	1
9252708	17	42	1
9260900	4	11	1
9266627	31	33	1
9267668	36	37	1
9267720	13	36	1
9267900	33	35	1
9267927	11	37	1
9269719	23	42	1
9271210	11	23	1
9271439	20	34	1
9278142	17	34	1
9286018	1	37	1
9292282	1	34	1
9297871	7	14	1
9300608	21	36	1
9302315	2	20	1
9304731	1	13	1
9309746	19	30	1
9315847	5	41	1
9317873	22	38	1
9317936	20	36	1
9321241	8	16	1
9323910	9	20	1
9329289	7	23	1
9331786	6	26	1
9331880	2	32	1
9331952	17	40	1
9332703	9	35	1
9333186	6	33	1
9334714	3	24	1
9337117	6	39	1
9341038	21	30	1
9341128	6	8	1
9343799	3	27	1
9347278	7	37	1
9349938	4	38	1
9356065	17	22	1
9364634	19	37	1
9364692	3	34	1
9366852	18	35	1
9367908	14	27	1
9370911	21	33	1
9371099	11	18	1
9375586	12	31	1
9379693	24	37	1
9381504	3	40	1
9387311	14	28	1
9387444	25	29	1
9389218	9	18	1
9396660	24	27	1
9402403	34	36	1
9406979	1	20	1
9412408	34	37	1
9412610	37	39	1
9412787	11	34	1
9413646	8	39	1
9419290	11	25	1
9420502	31	34	1
9422875	19	28	1
9427842	16	38	1
9427869	26	30	1
9428685	16	17	1
9431223	8	28	1
9432390	9	36	1
9432911	9	26	1
9441040	20	35	1
9443340	10	20	1
9446761	11	31	1
9447371	10	34	1
9448649	27	38	1
9454067	10	41	1
9458793	2	31	1
9469114	5	17	1
9483388	11	37	1
9486033	12	37	1
9489972	16	40	1
9490143	4	19	1
9495571	3	30	1
9497525	8	32	1
9497652	8	35	1
9499246	10	28	1
9500640	1	34	1
9500795	10	24	1
9501360	1	35	1
9503008	17	24	1
9504885	23	40	1
9505821	4	18	1
9506275	19	37	1
9507004	20	26	1
9508955	7	24	1
9509782	21	38	1
9509977	12	23	1
9510088	25	42	1
9510150	14	38	1
9510526	20	32	1
9511569	16	33	1
9514846	8	36	1
9525697	19	36	1
9525764	7	38	1
9533238	15	35	1
9535303	26	36	1
9539693	3	6	1
9542612	22	27	1
9542971	13	21	1
9549328	2	35	1
9591499	1	33	1
9593041	6	31	1
9600774	9	21	1
9607041	8	31	1
9617682	5	27	1
9627521	10	31	1
9651279	21	39	1
9655795	11	36	1
9661061	17	33	1
9677853	26	34	1
9684416	18	37	1
9693988	11	39	1
9701280	1	31	1
9704925	2	12	1
9708688	7	22	1
9709735	9	37	1
9711642	2	20	1
9713386	7	28	1
9713500	8	37	1
9720526	6	31	1
9734287	1	39	1
9739435	7	37	1
9746248	3	26	1
9748445	6	20	1
9750457	7	23	1
9771564	7	20	1
9776339	2	38	1
9795250	2	31	1
9795719	3	37	1
9801341	1	36	1
9808302	2	38	1
9811541	3	39	1
9831122	2	38	1
9842576	20	39	1
9864493	1	36	1
9887628	2	38	1
9888202	23	24	1
9893373	29	31	1
9898433	9	10	1
9902128	13	43	1
9902900	13	28	1
9908269	9	37	1
9918183	8	29	1
9922245	4	21	1
9923101	1	23	1
9929967	7	33	1
9930257	8	39	1
9937041	10	41	1
9942118	5	38	1
9964708	3	33	1
9965425	7	36	1
9975201	1	31	1
9978247	1	8	1
9987007	2	5	1
9987322	2	10	1
9994339	38	40	1
10003320	21	32	1
10008221	10	24	1
10027540	18	28	1
10029913	21	22	1
10036009	2	42	1
10046460	3	11	1
10049177	20	29	1
10093457	5	17	1
10094313	2	8	1
10101712	5	29	1
10155283	34	36	1
10165301	1	7	1
10193026	3	35	1
10195940	1	3	1
10200574	1	3	1
10203988	17	34	1
10204186	9	25	1
10209557	2	29	1
10218439	14	23	1
10219202	2	19	1
10220054	2	37	1
10220654	2	25	1
10221847	4	9	1
10229158	1	9	1
10230506	4	37	1
10231463	12	30	1
10234035	16	37	1
10235946	6	38	1
10236039	12	37	1
10236402	17	30	1
10238770	5	37	1
10239197	3	39	1
10242470	4	40	1
10257167	10	28	1
10260592	6	9	1
10260835	6	35	1
10265606	2	23	1
10275592	18	35	1
10282166	7	27	1
10282264	10	28	1
10282431	7	37	1
10286176	1	9	1
10286358	15	28	1
10296452	2	25	1
10306038	3	21	1
10307295	14	35	1
10308597	20	38	1
10313811	7	10	1
10322054	13	32	1
10322153	1	23	1
10331951	7	29	1
10342522	3	35	1
10342629	11	16	1
10342975	6	19	1
10345067	8	11	1
10345772	4	16	1
10353112	6	34	1
10354601	4	13	1
10359944	2	36	1
10364057	9	39	1
10366487	2	4	1
10370312	13	34	1
10371854	6	31	1
10373503	1	24	1
10378428	15	26	1
10385471	3	25	1
10397049	5	16	1
10398782	2	34	1
10398985	16	35	1
10399008	7	32	1
10400990	9	24	1
10418826	3	9	1
10423988	3	19	1
10431132	5	38	1
10431158	3	38	1
10431329	1	18	1
10435170	12	28	1
10442867	10	40	1
10442903	1	37	1
10451799	7	34	1
10463888	11	18	1
10467074	13	18	1
10481555	3	39	1
10488314	16	29	1
10490111	18	31	1
10491209	11	37	1
10499236	1	9	1
10510682	18	29	1
10511544	7	22	1
10512056	5	8	1
10524467	2	9	1
10529194	11	33	1
10539543	12	22	1
10552718	5	34	1
10554709	18	33	1
